study_id,slice_number,yesness
11,114,0%
11,115,0%
11,116,0%
11,117,1%
11,118,0%
11,119,0%
11,120,0%
11,121,0%
11,122,1%
11,123,0%
11,124,0%
11,125,0%
11,126,0%
11,127,0%
11,128,1%
11,129,1%
11,130,1%
11,131,1%
11,132,1%
11,133,0%
11,134,1%
11,135,0%
11,136,0%
11,137,0%
11,138,0%
11,139,0%
11,140,0%
11,141,0%
11,142,1%
11,143,1%
11,144,1%
11,145,0%
11,146,0%
11,147,0%
11,148,0%
11,149,1%
11,150,1%
11,151,3%
11,152,1%
11,153,1%
11,154,1%
11,155,1%
11,156,1%
11,157,1%
11,158,1%
11,159,1%
11,160,0%
11,161,2%
11,162,2%
11,163,3%
11,164,3%
11,165,5%
11,166,9%
11,167,8%
11,168,4%
11,169,3%
11,170,1%
11,171,1%
11,172,0%
11,173,0%
11,174,0%
11,175,0%
11,176,0%
11,177,0%
11,178,1%
11,179,2%
11,180,5%
11,181,5%
11,182,5%
11,183,12%
11,184,11%
11,185,16%
11,186,16%
11,187,4%
11,188,3%
11,189,4%
11,190,10%
11,191,24%
11,192,23%
11,193,5%
11,194,4%
11,195,21%
11,196,30%
11,197,35%
11,198,45%
11,199,23%
11,200,31%
11,201,34%
11,202,56%
11,203,62%
11,204,51%
11,205,63%
11,206,52%
11,207,34%
11,208,59%
11,209,58%
11,210,68%
11,211,55%
11,212,66%
11,213,57%
11,214,71%
11,215,80%
11,216,69%
11,217,76%
11,218,82%
11,219,72%
11,220,79%
11,221,84%
11,222,85%
11,223,88%
11,224,88%
11,225,75%
11,226,56%
11,227,63%
11,228,60%
11,229,65%
11,230,68%
11,231,78%
11,232,86%
11,233,92%
11,234,81%
11,235,90%
11,236,93%
11,237,90%
11,238,88%
11,239,91%
11,240,98%
11,241,99%
11,242,99%
11,243,100%
11,244,100%
11,245,100%
11,246,100%
11,247,100%
11,248,100%
11,249,100%
11,250,100%
11,251,100%
11,252,100%
11,253,100%
11,254,100%
11,255,100%
11,256,100%
11,257,100%
11,258,100%
11,259,100%
11,260,100%
11,261,100%
11,262,100%
11,263,100%
11,264,100%
11,265,100%
11,266,100%
11,267,100%
11,268,100%
11,269,100%
11,270,100%
11,271,100%
11,272,100%
11,273,100%
11,274,100%
11,275,100%
11,276,100%
11,277,100%
11,278,100%
11,279,100%
11,280,100%
11,281,100%
11,282,100%
11,283,100%
11,284,100%
11,285,100%
11,286,100%
11,287,100%
11,288,100%
11,289,100%
11,290,100%
11,291,100%
11,292,100%
11,293,100%
11,294,100%
11,295,100%
11,296,100%
11,297,100%
11,298,100%
11,299,99%
11,300,100%
11,301,100%
11,302,100%
11,303,100%
11,304,99%
11,305,100%
11,306,100%
11,307,100%
11,308,100%
11,309,100%
11,310,100%
11,311,99%
11,312,98%
12,7,0%
12,8,0%
12,9,1%
12,10,2%
12,11,3%
12,12,4%
12,13,3%
12,14,1%
12,15,2%
12,16,1%
12,17,2%
12,18,1%
12,19,1%
12,20,1%
12,21,1%
12,22,1%
12,23,1%
12,24,1%
12,25,1%
12,26,1%
12,27,2%
12,28,1%
12,29,0%
12,30,1%
12,31,1%
12,32,1%
12,33,1%
12,34,1%
12,35,1%
12,36,1%
12,37,1%
12,38,1%
12,39,2%
12,40,1%
12,41,1%
12,42,2%
12,43,1%
12,44,1%
12,45,0%
12,46,0%
12,47,0%
12,48,0%
12,49,0%
12,50,0%
12,51,0%
12,52,0%
12,53,0%
12,54,0%
12,55,1%
12,56,1%
12,57,1%
12,58,1%
12,59,1%
12,60,1%
12,61,1%
12,62,1%
12,63,2%
12,64,1%
12,65,1%
12,66,1%
12,67,1%
12,68,1%
12,69,1%
12,70,1%
12,71,0%
12,72,0%
12,73,0%
12,74,0%
12,75,0%
12,76,0%
12,77,0%
12,78,0%
12,79,0%
12,80,0%
12,81,0%
12,82,0%
12,83,0%
12,84,0%
12,85,0%
12,86,1%
12,87,1%
12,88,1%
12,89,3%
12,90,1%
12,91,3%
12,92,1%
12,93,7%
12,94,4%
12,95,5%
12,96,5%
12,97,2%
12,98,4%
12,99,2%
12,100,1%
12,101,1%
12,102,3%
12,103,4%
12,104,6%
12,105,3%
12,106,3%
12,107,4%
12,108,5%
12,109,4%
12,110,7%
12,111,12%
12,112,17%
12,113,9%
12,114,9%
12,115,9%
12,116,5%
12,117,7%
12,118,7%
12,119,5%
12,120,16%
12,121,9%
12,122,8%
12,123,11%
12,124,12%
12,125,13%
12,126,6%
12,127,4%
12,128,7%
12,129,4%
12,130,3%
12,131,5%
12,132,5%
12,133,4%
12,134,3%
12,135,3%
12,136,2%
12,137,0%
12,138,1%
12,139,2%
12,140,5%
12,141,3%
12,142,3%
12,143,6%
12,144,3%
12,145,4%
12,146,9%
12,147,5%
12,148,3%
12,149,1%
12,150,1%
12,151,1%
12,152,0%
12,153,0%
12,154,0%
12,155,0%
12,156,0%
12,157,0%
12,158,0%
12,159,0%
12,160,0%
12,161,0%
12,162,1%
12,163,0%
12,164,1%
12,165,1%
12,166,1%
12,167,2%
12,168,3%
12,169,3%
12,170,6%
12,171,3%
12,172,5%
12,173,4%
12,174,4%
12,175,9%
12,176,4%
12,177,4%
12,178,5%
12,179,3%
12,180,2%
12,181,2%
12,182,1%
12,183,1%
12,184,0%
12,185,0%
12,186,0%
12,187,0%
12,188,0%
12,189,3%
12,190,5%
12,191,3%
12,192,3%
12,193,4%
12,194,6%
12,195,5%
12,196,3%
12,197,2%
12,198,4%
12,199,3%
12,200,3%
12,201,3%
12,202,2%
12,203,2%
12,204,3%
12,205,4%
12,206,3%
12,207,6%
12,208,6%
13,7,88%
13,8,92%
13,9,94%
13,10,96%
13,11,83%
13,12,97%
13,13,94%
13,14,95%
13,15,96%
13,16,97%
13,17,97%
13,18,97%
13,19,98%
13,20,97%
13,21,98%
13,22,97%
13,23,97%
13,24,97%
13,25,97%
13,26,96%
13,27,95%
13,28,97%
13,29,97%
13,30,97%
13,31,96%
13,32,95%
13,33,97%
13,34,96%
13,35,96%
13,36,96%
13,37,97%
13,38,97%
13,39,97%
13,40,96%
13,41,97%
13,42,97%
13,43,93%
13,44,92%
13,45,95%
13,46,95%
13,47,97%
13,48,98%
13,49,97%
13,50,95%
13,51,98%
13,52,98%
13,53,98%
13,54,98%
13,55,98%
13,56,98%
13,57,99%
13,58,99%
13,59,100%
13,60,100%
13,61,100%
13,62,99%
13,63,99%
13,64,100%
13,65,99%
13,66,98%
13,67,98%
13,68,97%
13,69,99%
13,70,98%
13,71,99%
13,72,99%
13,73,99%
13,74,99%
13,75,99%
13,76,99%
13,77,98%
13,78,97%
13,79,98%
13,80,98%
13,81,98%
13,82,98%
13,83,98%
13,84,98%
13,85,98%
13,86,98%
13,87,98%
13,88,96%
13,89,98%
13,90,99%
13,91,99%
13,92,99%
13,93,95%
13,94,94%
13,95,94%
13,96,97%
13,97,94%
13,98,92%
13,99,90%
13,100,87%
13,101,90%
13,102,90%
13,103,89%
13,104,87%
13,105,92%
13,106,89%
13,107,96%
13,108,97%
13,109,83%
13,110,84%
13,111,90%
13,112,92%
13,113,93%
13,114,83%
13,115,82%
13,116,85%
13,117,90%
13,118,84%
13,119,76%
13,120,60%
13,121,64%
13,122,59%
13,123,80%
13,124,80%
13,125,68%
13,126,78%
13,127,69%
13,128,72%
13,129,55%
13,130,64%
13,131,76%
13,132,79%
13,133,87%
13,134,84%
13,135,75%
13,136,54%
13,137,51%
13,138,42%
13,139,21%
13,140,27%
13,141,24%
13,142,20%
13,143,17%
13,144,28%
13,145,28%
13,146,28%
13,147,53%
13,148,58%
13,149,26%
13,150,9%
13,151,4%
13,152,6%
13,153,12%
13,154,55%
13,155,16%
13,156,17%
13,157,19%
13,158,29%
13,159,33%
13,160,33%
13,161,11%
13,162,19%
13,163,46%
13,164,51%
13,165,35%
13,166,28%
13,167,32%
13,168,23%
13,169,17%
13,170,25%
13,171,33%
13,172,12%
13,173,8%
13,174,6%
13,175,9%
13,176,3%
13,177,1%
13,178,3%
13,179,2%
13,180,2%
13,181,3%
13,182,8%
13,183,15%
13,184,11%
13,185,14%
13,186,15%
13,187,3%
13,188,5%
13,189,4%
13,190,2%
13,191,6%
13,192,9%
13,193,16%
13,194,30%
13,195,37%
13,196,27%
13,197,13%
13,198,14%
13,199,9%
13,200,5%
13,201,3%
13,202,4%
13,203,3%
13,204,1%
13,205,0%
13,206,1%
13,207,1%
13,208,1%
13,209,1%
13,210,0%
13,211,0%
13,212,0%
13,213,0%
13,214,0%
13,215,0%
13,216,1%
13,217,1%
13,218,1%
13,219,0%
13,220,0%
13,221,0%
13,222,0%
13,223,0%
13,224,0%
13,225,0%
13,226,0%
13,227,0%
13,228,0%
13,229,0%
13,230,0%
13,231,0%
13,232,0%
13,233,0%
13,234,0%
13,235,0%
13,236,0%
13,237,0%
13,238,0%
13,239,0%
13,240,0%
13,241,0%
13,242,0%
13,243,0%
13,244,0%
13,245,0%
13,246,0%
13,247,0%
13,248,0%
13,249,0%
13,250,0%
13,251,0%
13,252,0%
13,253,0%
13,254,0%
13,255,0%
13,256,0%
13,257,0%
13,258,0%
13,259,0%
13,260,1%
13,261,1%
13,262,1%
13,263,0%
13,264,1%
13,265,1%
13,266,0%
13,267,1%
13,268,1%
13,269,1%
13,270,1%
13,271,0%
13,272,0%
13,273,0%
13,274,0%
13,275,0%
13,276,0%
13,277,0%
13,278,0%
13,279,0%
13,280,0%
13,281,0%
13,282,0%
13,283,0%
13,284,0%
13,285,0%
13,286,0%
13,287,0%
13,288,0%
13,289,0%
13,290,0%
13,291,0%
13,292,0%
13,293,0%
13,294,0%
13,295,0%
13,296,0%
13,297,0%
13,298,0%
13,299,0%
13,300,0%
13,301,0%
13,302,0%
13,303,0%
13,304,0%
13,305,0%
13,306,0%
13,307,0%
13,308,0%
13,309,0%
13,310,0%
13,311,0%
13,312,0%
13,313,0%
13,314,0%
13,315,0%
13,316,0%
13,317,0%
13,318,0%
13,319,0%
13,320,1%
13,321,0%
13,322,0%
13,323,1%
13,324,1%
13,325,1%
13,326,1%
13,327,0%
13,328,0%
13,329,1%
13,330,1%
13,331,1%
13,332,0%
13,333,1%
13,334,3%
13,335,8%
13,336,11%
13,337,20%
13,338,20%
13,339,9%
13,340,12%
13,341,5%
13,342,2%
13,343,5%
13,344,9%
13,345,3%
13,346,3%
13,347,3%
13,348,6%
13,349,26%
13,350,25%
13,351,19%
13,352,13%
13,353,8%
13,354,9%
13,355,17%
13,356,19%
13,357,10%
13,358,9%
13,359,10%
13,360,16%
13,361,11%
13,362,29%
13,363,39%
13,364,49%
13,365,71%
13,366,58%
13,367,34%
13,368,40%
13,369,21%
13,370,15%
13,371,19%
13,372,12%
13,373,2%
13,374,1%
13,375,5%
13,376,8%
13,377,13%
13,378,9%
13,379,6%
13,380,13%
13,381,6%
13,382,6%
13,383,7%
13,384,11%
13,385,11%
13,386,6%
13,387,4%
13,388,5%
13,389,16%
13,390,24%
13,391,25%
13,392,30%
13,393,26%
13,394,22%
13,395,32%
13,396,31%
13,397,26%
13,398,20%
13,399,15%
13,400,13%
13,401,11%
13,402,9%
13,403,4%
13,404,3%
13,405,3%
13,406,6%
13,407,8%
13,408,8%
13,409,6%
13,410,5%
13,411,9%
13,412,31%
13,413,59%
13,414,49%
13,415,40%
13,416,55%
13,417,41%
13,418,29%
13,419,37%
13,420,38%
13,421,17%
13,422,12%
13,423,23%
13,424,21%
13,425,24%
13,426,16%
13,427,11%
13,428,12%
13,429,18%
13,430,26%
13,431,10%
13,432,12%
13,433,22%
13,434,27%
13,435,22%
13,436,16%
13,437,12%
13,438,13%
13,439,23%
13,440,53%
13,441,71%
13,442,52%
13,443,43%
13,444,39%
13,445,40%
13,446,25%
13,447,37%
13,448,53%
13,449,40%
13,450,65%
13,451,72%
13,452,53%
13,453,21%
13,454,13%
13,455,14%
13,456,19%
13,457,25%
13,458,39%
13,459,84%
13,460,94%
13,461,83%
13,462,88%
13,463,89%
13,464,97%
13,465,96%
13,466,97%
13,467,99%
13,468,99%
13,469,99%
13,470,96%
13,471,97%
13,472,98%
13,473,96%
13,474,90%
13,475,92%
13,476,86%
13,477,95%
13,478,90%
13,479,88%
13,480,74%
13,481,69%
13,482,70%
13,483,63%
13,484,66%
13,485,58%
13,486,77%
13,487,71%
13,488,76%
13,489,80%
13,490,89%
13,491,86%
13,492,86%
13,493,80%
13,494,87%
13,495,84%
13,496,88%
13,497,86%
13,498,86%
13,499,80%
13,500,81%
13,501,84%
13,502,67%
13,503,58%
13,504,47%
13,505,59%
13,506,37%
13,507,35%
13,508,57%
13,509,52%
13,510,47%
13,511,50%
13,512,56%
13,513,67%
13,514,59%
13,515,60%
13,516,65%
13,517,51%
13,518,39%
13,519,46%
13,520,39%
13,521,71%
13,522,67%
13,523,64%
13,524,46%
13,525,53%
13,526,65%
13,527,82%
13,528,83%
13,529,80%
13,530,85%
13,531,75%
13,532,90%
13,533,68%
13,534,69%
13,535,84%
13,536,84%
13,537,80%
13,538,67%
13,539,69%
13,540,74%
13,541,86%
13,542,95%
13,543,89%
13,544,98%
13,545,97%
13,546,81%
13,547,73%
13,548,76%
13,549,72%
13,550,75%
13,551,84%
13,552,86%
13,553,86%
13,554,87%
13,555,87%
13,556,75%
13,557,46%
13,558,47%
13,559,57%
13,560,59%
13,561,74%
13,562,88%
13,563,91%
13,564,91%
13,565,90%
13,566,86%
13,567,78%
13,568,62%
14,7,1%
14,8,1%
14,9,1%
14,10,0%
14,11,1%
14,12,1%
14,13,1%
14,14,1%
14,15,1%
14,16,0%
14,17,0%
14,18,0%
14,19,0%
14,20,0%
14,21,0%
14,22,0%
14,23,0%
14,24,0%
14,25,0%
14,26,0%
14,27,0%
14,28,0%
14,29,0%
14,30,0%
14,31,0%
14,32,0%
14,33,0%
14,34,0%
14,35,0%
14,36,0%
14,37,0%
14,38,0%
14,39,0%
14,40,0%
14,41,0%
14,42,0%
14,43,0%
14,44,0%
14,45,0%
14,46,0%
14,47,0%
14,48,0%
14,49,0%
14,50,0%
14,51,0%
14,52,0%
14,53,0%
14,54,0%
14,55,0%
14,56,0%
14,57,0%
14,58,0%
14,59,0%
14,60,0%
14,61,0%
14,62,0%
14,63,1%
14,64,1%
14,65,2%
14,66,2%
14,67,1%
14,68,3%
14,69,2%
14,70,1%
14,71,0%
14,72,0%
14,73,1%
14,74,1%
14,75,2%
14,76,1%
14,77,0%
14,78,1%
14,79,0%
14,80,0%
14,81,0%
14,82,0%
14,83,0%
14,84,0%
14,85,0%
14,86,0%
14,87,0%
14,88,0%
14,89,1%
14,90,0%
14,91,0%
14,92,0%
14,93,1%
14,94,1%
14,95,1%
14,96,0%
14,97,1%
14,98,2%
14,99,2%
14,100,1%
14,101,1%
14,102,1%
14,103,3%
14,104,5%
14,105,3%
14,106,3%
14,107,5%
14,108,8%
14,109,15%
14,110,11%
14,111,12%
14,112,23%
14,113,26%
14,114,17%
14,115,20%
14,116,18%
14,117,27%
14,118,36%
14,119,47%
14,120,70%
14,121,61%
14,122,67%
14,123,50%
14,124,49%
14,125,51%
14,126,56%
14,127,41%
14,128,28%
14,129,28%
14,130,19%
14,131,22%
14,132,18%
14,133,18%
14,134,16%
14,135,24%
14,136,37%
14,137,58%
14,138,80%
14,139,90%
14,140,94%
14,141,93%
14,142,97%
14,143,98%
14,144,99%
14,145,99%
14,146,100%
14,147,99%
14,148,99%
14,149,98%
14,150,96%
14,151,95%
14,152,98%
14,153,98%
14,154,99%
14,155,99%
14,156,99%
14,157,98%
14,158,98%
14,159,99%
14,160,99%
14,161,98%
14,162,99%
14,163,98%
14,164,92%
14,165,90%
14,166,96%
14,167,95%
14,168,98%
14,169,98%
14,170,96%
14,171,96%
14,172,94%
14,173,97%
14,174,94%
14,175,98%
14,176,96%
14,177,97%
14,178,99%
14,179,100%
14,180,100%
14,181,100%
14,182,100%
14,183,100%
14,184,100%
15,7,0%
15,8,0%
15,9,0%
15,10,1%
15,11,0%
15,12,1%
15,13,0%
15,14,0%
15,15,0%
15,16,0%
15,17,0%
15,18,1%
15,19,1%
15,20,0%
15,21,1%
15,22,0%
15,23,1%
15,24,0%
15,25,0%
15,26,0%
15,27,0%
15,28,0%
15,29,0%
15,30,0%
15,31,0%
15,32,0%
15,33,0%
15,34,0%
15,35,0%
15,36,0%
15,37,0%
15,38,0%
15,39,0%
15,40,0%
15,41,0%
15,42,0%
15,43,0%
15,44,0%
15,45,0%
15,46,0%
15,47,0%
15,48,0%
15,49,0%
15,50,0%
15,51,0%
15,52,0%
15,53,0%
15,54,0%
15,55,1%
15,56,2%
15,57,3%
15,58,3%
15,59,3%
15,60,5%
15,61,5%
15,62,9%
15,63,9%
15,64,4%
15,65,4%
15,66,9%
15,67,9%
15,68,10%
15,69,10%
15,70,11%
15,71,9%
15,72,18%
15,73,10%
15,74,14%
15,75,28%
15,76,34%
15,77,23%
15,78,10%
15,79,24%
15,80,19%
15,81,2%
15,82,6%
15,83,12%
15,84,11%
15,85,14%
15,86,15%
15,87,10%
15,88,6%
15,89,8%
15,90,5%
15,91,9%
15,92,19%
15,93,15%
15,94,3%
15,95,5%
15,96,7%
15,97,4%
15,98,2%
15,99,3%
15,100,5%
15,101,4%
15,102,5%
15,103,3%
15,104,3%
15,105,4%
15,106,9%
15,107,8%
15,108,11%
15,109,15%
15,110,9%
15,111,5%
15,112,7%
15,113,6%
15,114,3%
15,115,4%
15,116,8%
15,117,7%
15,118,9%
15,119,2%
15,120,1%
15,121,2%
15,122,2%
15,123,2%
15,124,3%
15,125,2%
15,126,1%
15,127,1%
15,128,0%
15,129,0%
15,130,0%
15,131,0%
15,132,0%
15,133,0%
15,134,1%
15,135,1%
15,136,1%
15,137,0%
15,138,0%
15,139,0%
15,140,0%
15,141,0%
15,142,0%
15,143,0%
15,144,0%
15,145,1%
15,146,0%
15,147,1%
15,148,2%
15,149,2%
15,150,2%
15,151,4%
15,152,5%
15,153,4%
15,154,6%
15,155,4%
15,156,2%
15,157,3%
15,158,5%
15,159,3%
15,160,4%
15,161,4%
15,162,2%
15,163,2%
15,164,2%
15,165,2%
15,166,2%
15,167,1%
15,168,2%
15,169,9%
15,170,21%
15,171,19%
15,172,15%
15,173,16%
15,174,15%
15,175,17%
15,176,21%
15,177,18%
15,178,14%
15,179,15%
15,180,9%
15,181,9%
15,182,10%
15,183,11%
15,184,25%
15,185,28%
15,186,24%
15,187,35%
15,188,36%
15,189,26%
15,190,31%
15,191,26%
15,192,32%
15,193,56%
15,194,31%
15,195,32%
15,196,22%
15,197,18%
15,198,17%
15,199,7%
15,200,11%
15,201,23%
15,202,30%
15,203,29%
15,204,26%
15,205,34%
15,206,36%
15,207,41%
15,208,36%
15,209,25%
15,210,18%
15,211,24%
15,212,43%
15,213,46%
15,214,56%
15,215,71%
15,216,82%
15,217,71%
15,218,72%
15,219,75%
15,220,77%
15,221,74%
15,222,84%
15,223,86%
15,224,88%
15,225,89%
15,226,94%
15,227,90%
15,228,82%
15,229,85%
15,230,83%
15,231,81%
15,232,83%
15,233,79%
15,234,79%
15,235,87%
15,236,81%
15,237,91%
15,238,96%
15,239,95%
15,240,91%
15,241,71%
15,242,90%
15,243,94%
15,244,91%
15,245,86%
15,246,93%
15,247,95%
15,248,91%
15,249,91%
15,250,94%
15,251,98%
15,252,94%
15,253,94%
15,254,98%
15,255,98%
15,256,97%
15,257,93%
15,258,89%
15,259,96%
15,260,97%
15,261,97%
15,262,97%
15,263,99%
15,264,98%
15,265,98%
15,266,99%
15,267,92%
15,268,97%
15,269,99%
15,270,99%
15,271,100%
15,272,98%
15,273,99%
15,274,99%
15,275,100%
15,276,100%
15,277,100%
15,278,100%
15,279,99%
15,280,100%
15,281,100%
15,282,100%
15,283,100%
15,284,100%
15,285,100%
15,286,100%
15,287,100%
15,288,100%
15,289,100%
15,290,99%
15,291,98%
15,292,99%
15,293,97%
15,294,100%
15,295,100%
15,296,99%
16,7,0%
16,8,0%
16,9,0%
16,10,0%
16,11,0%
16,12,0%
16,13,0%
16,14,0%
16,15,0%
16,16,0%
16,17,0%
16,18,0%
16,19,0%
16,20,0%
16,21,0%
16,22,0%
16,23,0%
16,24,0%
16,25,0%
16,26,0%
16,27,0%
16,28,0%
16,29,0%
16,30,0%
16,31,0%
16,32,0%
16,33,0%
16,34,0%
16,35,0%
16,36,0%
16,37,0%
16,38,0%
16,39,0%
16,40,0%
16,41,0%
16,42,0%
16,43,0%
16,44,0%
16,45,0%
16,46,0%
16,47,1%
16,48,1%
16,49,1%
16,50,0%
16,51,0%
16,52,0%
16,53,0%
16,54,0%
16,55,0%
16,56,0%
16,57,0%
16,58,0%
16,59,0%
16,60,0%
16,61,0%
16,62,0%
16,63,0%
16,64,0%
16,65,0%
16,66,0%
16,67,2%
16,68,2%
16,69,2%
16,70,2%
16,71,3%
16,72,6%
16,73,11%
16,74,14%
16,75,9%
16,76,6%
16,77,4%
16,78,4%
16,79,6%
16,80,4%
16,81,4%
16,82,5%
16,83,6%
16,84,10%
16,85,22%
16,86,23%
16,87,17%
16,88,13%
16,89,28%
16,90,15%
16,91,10%
16,92,12%
16,93,3%
16,94,1%
16,95,1%
16,96,1%
16,97,1%
16,98,0%
16,99,0%
16,100,0%
16,101,0%
16,102,0%
16,103,0%
16,104,1%
16,105,1%
16,106,1%
16,107,1%
16,108,1%
16,109,1%
16,110,2%
16,111,1%
16,112,1%
16,113,2%
16,114,1%
16,115,1%
16,116,1%
16,117,3%
16,118,1%
16,119,0%
16,120,0%
16,121,1%
16,122,1%
16,123,4%
16,124,4%
16,125,4%
16,126,5%
16,127,5%
16,128,5%
16,129,6%
16,130,11%
16,131,6%
16,132,3%
16,133,1%
16,134,1%
16,135,1%
16,136,1%
16,137,0%
16,138,0%
16,139,1%
16,140,1%
16,141,0%
16,142,0%
16,143,0%
16,144,1%
16,145,1%
16,146,2%
16,147,2%
16,148,3%
16,149,3%
16,150,2%
16,151,1%
16,152,0%
16,153,0%
16,154,0%
16,155,0%
16,156,0%
16,157,0%
16,158,0%
16,159,0%
16,160,0%
16,161,0%
16,162,1%
16,163,1%
16,164,3%
16,165,14%
16,166,5%
16,167,4%
16,168,2%
16,169,4%
16,170,2%
16,171,2%
16,172,5%
16,173,3%
16,174,1%
16,175,2%
16,176,3%
16,177,2%
16,178,2%
16,179,2%
16,180,3%
16,181,5%
16,182,5%
16,183,4%
16,184,5%
16,185,4%
16,186,7%
16,187,11%
16,188,9%
16,189,9%
16,190,10%
16,191,10%
16,192,10%
16,193,18%
16,194,21%
16,195,18%
16,196,19%
16,197,22%
16,198,23%
16,199,18%
16,200,20%
16,201,22%
16,202,28%
16,203,27%
16,204,32%
16,205,35%
16,206,40%
16,207,37%
16,208,36%
16,209,33%
16,210,30%
16,211,40%
16,212,39%
16,213,42%
16,214,48%
16,215,47%
16,216,49%
16,217,45%
16,218,54%
16,219,57%
16,220,57%
16,221,62%
16,222,70%
16,223,69%
16,224,74%
16,225,91%
16,226,95%
16,227,93%
16,228,81%
16,229,90%
16,230,93%
16,231,96%
16,232,99%
16,233,99%
16,234,99%
16,235,100%
16,236,100%
16,237,100%
16,238,100%
16,239,100%
16,240,100%
16,241,100%
16,242,100%
16,243,100%
16,244,100%
16,245,100%
16,246,100%
16,247,100%
16,248,100%
16,249,100%
16,250,100%
16,251,100%
16,252,100%
16,253,100%
16,254,100%
16,255,100%
16,256,100%
16,257,100%
16,258,100%
16,259,100%
16,260,100%
16,261,100%
16,262,100%
16,263,100%
16,264,100%
16,265,100%
16,266,100%
16,267,100%
16,268,100%
16,269,100%
16,270,100%
16,271,100%
16,272,100%
16,273,100%
16,274,100%
16,275,100%
16,276,100%
16,277,100%
16,278,100%
16,279,100%
16,280,100%
16,281,100%
16,282,100%
16,283,100%
16,284,100%
16,285,100%
16,286,100%
16,287,99%
16,288,100%
17,7,1%
17,8,3%
17,9,3%
17,10,5%
17,11,4%
17,12,4%
17,13,4%
17,14,5%
17,15,8%
17,16,6%
17,17,4%
17,18,2%
17,19,2%
17,20,2%
17,21,2%
17,22,1%
17,23,2%
17,24,3%
17,25,4%
17,26,4%
17,27,5%
17,28,11%
17,29,13%
17,30,8%
17,31,10%
17,32,5%
17,33,7%
17,34,8%
17,35,8%
17,36,11%
17,37,12%
17,38,10%
17,39,14%
17,40,10%
17,41,9%
17,42,12%
17,43,16%
17,44,29%
17,45,37%
17,46,52%
17,47,61%
17,48,60%
17,49,51%
17,50,65%
17,51,46%
17,52,44%
17,53,40%
17,54,51%
17,55,27%
17,56,25%
17,57,32%
17,58,50%
17,59,48%
17,60,39%
17,61,58%
17,62,65%
17,63,68%
17,64,70%
17,65,75%
17,66,79%
17,67,77%
17,68,79%
17,69,91%
17,70,89%
17,71,91%
17,72,92%
17,73,86%
17,74,85%
17,75,90%
17,76,91%
17,77,86%
17,78,87%
17,79,88%
17,80,91%
17,81,85%
17,82,87%
17,83,85%
17,84,84%
17,85,85%
17,86,86%
17,87,80%
17,88,77%
17,89,81%
17,90,78%
17,91,86%
17,92,90%
17,93,91%
17,94,94%
17,95,94%
17,96,93%
17,97,83%
17,98,80%
17,99,72%
17,100,61%
17,101,70%
17,102,74%
17,103,82%
17,104,82%
17,105,86%
17,106,94%
17,107,92%
17,108,89%
17,109,93%
17,110,96%
17,111,87%
17,112,76%
17,113,85%
17,114,88%
17,115,93%
17,116,89%
17,117,80%
17,118,84%
17,119,92%
17,120,91%
17,121,95%
17,122,98%
17,123,98%
17,124,96%
17,125,95%
17,126,98%
17,127,98%
17,128,96%
17,129,96%
17,130,94%
17,131,97%
17,132,99%
17,133,98%
17,134,95%
17,135,95%
17,136,94%
17,137,96%
17,138,98%
17,139,99%
17,140,99%
17,141,99%
17,142,98%
17,143,98%
17,144,98%
17,145,99%
17,146,99%
17,147,99%
17,148,99%
17,149,99%
17,150,99%
17,151,99%
17,152,99%
17,153,99%
17,154,99%
17,155,99%
17,156,99%
17,157,100%
17,158,100%
17,159,100%
17,160,100%
17,161,100%
17,162,100%
17,163,100%
17,164,100%
17,165,100%
17,166,100%
17,167,100%
17,168,100%
17,169,100%
17,170,100%
17,171,100%
17,172,100%
17,173,100%
17,174,100%
17,175,100%
17,176,100%
17,177,100%
17,178,100%
17,179,100%
17,180,100%
17,181,100%
17,182,100%
17,183,100%
17,184,100%
17,185,100%
17,186,100%
17,187,100%
17,188,100%
17,189,100%
17,190,100%
17,191,100%
17,192,100%
18,7,1%
18,8,2%
18,9,1%
18,10,1%
18,11,1%
18,12,1%
18,13,0%
18,14,1%
18,15,1%
18,16,1%
18,17,1%
18,18,0%
18,19,1%
18,20,0%
18,21,0%
18,22,0%
18,23,1%
18,24,2%
18,25,1%
18,26,1%
18,27,1%
18,28,1%
18,29,2%
18,30,2%
18,31,2%
18,32,2%
18,33,1%
18,34,1%
18,35,0%
18,36,0%
18,37,1%
18,38,1%
18,39,1%
18,40,0%
18,41,0%
18,42,0%
18,43,0%
18,44,1%
18,45,0%
18,46,0%
18,47,0%
18,48,1%
18,49,1%
18,50,1%
18,51,2%
18,52,5%
18,53,5%
18,54,2%
18,55,2%
18,56,1%
18,57,1%
18,58,2%
18,59,2%
18,60,3%
18,61,2%
18,62,2%
18,63,1%
18,64,2%
18,65,3%
18,66,3%
18,67,4%
18,68,5%
18,69,6%
18,70,6%
18,71,6%
18,72,3%
18,73,4%
18,74,5%
18,75,5%
18,76,3%
18,77,4%
18,78,6%
18,79,5%
18,80,6%
18,81,13%
18,82,33%
18,83,11%
18,84,15%
18,85,10%
18,86,8%
18,87,20%
18,88,6%
18,89,4%
18,90,4%
18,91,5%
18,92,2%
18,93,1%
18,94,1%
18,95,1%
18,96,1%
18,97,0%
18,98,1%
18,99,3%
18,100,4%
18,101,2%
18,102,0%
18,103,0%
18,104,1%
18,105,1%
